,attributeID,cluster,tier2
2635,2635,33,wood
2636,2636,23,wood (ash)
2637,2637,23,wood (beech)
2638,2638,23,wood (escallonia)
2639,2639,23,wood (fruitwood)
2640,2640,23,wood (oak)
2641,2641,23,wood (pine)
2642,2642,23,wood (walnut)
2643,2643,33,wood and various materials
2644,2644,33,wood base
2645,2645,33,wood engraving
2646,2646,33,wood engraving and letterpress
2647,2647,33,wood engraving
2648,2648,33,wood or coconut shell inlay
2649,2649,33,wood with cloth and polychrome
2650,2650,12,wood with ink inscription
2651,2651,33,wood with lacquer
2652,2652,33,wood
2653,2653,33,wood
2654,2654,33,wood
2655,2655,33,wood
2656,2656,33,wood
2657,2657,33,wood
2658,2658,16,woodblock
2659,2659,16,woodblock print
2660,2660,16,woodblock printed book
2661,2661,23,woodblock ōban print (nishiki-e)
2662,2662,16,woodblock-printed book
2663,2663,16,woodcut
2664,2664,23,woodcut (wood engraving matrix)
2665,2665,16,woodcut and letterpress
2666,2666,1,woodcut on chine collé
2667,2667,16,woodcut on vellum
2668,2668,16,woodcuts
2669,2669,33,wooden legs
2670,2670,25,wool
2671,2671,23,wool (pile)
2672,2672,4,wool and cotton
2673,2673,10,wool and linen
2674,2674,21,wool and silk
2675,2675,21,wool and silk on canvas
2676,2676,25,wool and silk wefts
2677,2677,21,wool on canvas
2678,2678,4,wool on cotton
2679,2679,10,wool on linen
2680,2680,4,wool pile on cotton foundation
2681,2681,25,wool thread
2682,2682,25,wool warp
2683,2683,25,wool warp
2684,2684,25,wool wefts
2685,2685,25,wool
2686,2686,25,wool
2687,2687,25,wool
2688,2688,25,wool
2689,2689,25,wool
2690,2690,21,woven
2691,2691,21,woven and printed
2692,2692,32,wrapped gold
2693,2693,38,wrought
2694,2694,38,wrought iron
2695,2695,24,yellow
2696,2696,24,yellow and greenish yellow
2697,2697,24,yellow bow with red stripes
2698,2698,24,yellow lacquer
2699,2699,20,yellow pine
2700,2700,20,yellow poplar
2701,2701,24,yellow quartzite
2702,2702,11,yellow wash
2703,2703,20,yew
2704,2704,38,zinc alloy
2705,2705,34,zwischengold glass
808,808,40,almandine
811,811,40,ambrotype
814,814,40,amethystine
848,848,40,birchbark
1006,1006,40,buckshorn
1008,1008,40,buratto
1111,1111,40,collotype
1182,1182,40,creamware
1198,1198,40,cutwork
1223,1223,40,doeskin
1228,1228,40,drawnwork
1300,1300,40,esite
1373,1373,40,fritware
1374,1374,40,fundame
1586,1586,40,hirame
1664,1664,40,jasperware
1667,1667,40,kajoe pelet
1671,1671,40,kinji
1672,1672,40,kirigane
1694,1694,40,lampas
1697,1697,40,latten
1719,1719,40,limewood
1751,1751,40,lustered
1753,1753,40,lusterware
1754,1754,40,lustreware
1798,1798,40,metalpoint
1831,1831,40,nashiji
1842,1842,40,niello
2043,2043,40,pentelic
2050,2050,40,photolithograph
2059,2059,40,pincered
2092,2092,40,polychromed
2100,2100,40,polychromy
2189,2189,40,purplewood
2197,2197,40,rayskin
2220,2220,40,redware
2230,2230,40,reticello
2237,2237,40,roiro
2264,2264,40,sardonyx
2268,2268,40,satinwood
2286,2286,40,shagreen
2403,2403,40,slipware
2416,2416,40,spatterware
2418,2418,40,spinels
2426,2426,40,steatite
2428,2428,40,steatite
2440,2440,40,stonepaste
2441,2441,40,stonepaste
2442,2442,40,stonepaste
2443,2443,40,stonepaste
2480,2480,40,takamakie
2521,2521,40,togidashi
2548,2548,40,tsuishu
2551,2551,40,tulipwood
2556,2556,40,tôle
